nome_da_imagem,categoria_detectada,acuracia
Apple___healthy_03cb0cf0-04cf-4549-a2b8-44ed75b2e56c___RS_HL 7460.JPG,saudavel,0.9852
Apple___healthy_03d420e7-42a1-41d8-9600-16d577043c64___RS_HL 5738.JPG,saudavel,0.9403
Apple___healthy_03d9267c-935a-487b-a27f-fa22f935b299___RS_HL 5671.JPG,saudavel,0.8952
Apple___healthy_03f6a4b2-d08b-4f7f-8a8e-d132ff3eca8b___RS_HL 6226.JPG,saudavel,0.757
Apple___healthy_04032305-5ca9-4110-b517-461f13c95f18___RS_HL 7446.JPG,saudavel,0.9152
Apple___healthy_04032305-5ca9-4110-b517-461f13c95f18___RS_HL 7446_flipTB.JPG,saudavel,0.9619
Apple___healthy_04125537-801d-4e15-b66c-224b09b4e1a7___RS_HL 7457.JPG,saudavel,0.9791
Apple___healthy_04125537-801d-4e15-b66c-224b09b4e1a7___RS_HL 7457_flipTB.JPG,saudavel,0.997
Apple___healthy_041482f6-6dd6-4ac9-9e59-e973c9bcaf6d___RS_HL 8155.JPG,saudavel,0.9368
Apple___healthy_041482f6-6dd6-4ac9-9e59-e973c9bcaf6d___RS_HL 8155_flipTB.JPG,saudavel,0.9889
Apple___healthy_04467511-de12-439c-853f-ef4d99785541___RS_HL 7367.JPG,saudavel,0.9933
Apple___healthy_04467511-de12-439c-853f-ef4d99785541___RS_HL 7367_flipTB.JPG,saudavel,0.9945
Apple___healthy_0460b7aa-4eb0-4c0b-80e5-055ced6684a3___RS_HL 6287.JPG,doente,0.5371
Apple___healthy_04d4f065-5cb8-4122-b479-d1362d007276___RS_HL 7719.JPG,saudavel,0.9832
Apple___healthy_04f426ce-8f6f-400a-94f9-c513255d2fa4___RS_HL 7823.JPG,saudavel,0.7266
Apple___healthy_0576bbc4-37b3-413c-8a35-4138c2da69a7___RS_HL 8038.JPG,saudavel,0.9595
Apple___healthy_05e20036-a134-46c0-a06f-3c5d4768d787___RS_HL 5856.JPG,saudavel,0.7903
Apple___healthy_063d4c39-48ee-4c1a-903a-fe1d8da621e1___RS_HL 7694.JPG,saudavel,0.8264
Apple___healthy_0646a42e-9fdd-4914-9879-50843fe1ac6d___RS_HL 6111.JPG,saudavel,0.7416
Apple___healthy_0692eda2-32c3-4f9a-b249-bb8112356999___RS_HL 6307.JPG,saudavel,0.9179
Apple___healthy_06b0742a-6d5d-40c6-a02e-ecaa7e1279f0___RS_HL 7639.JPG,saudavel,0.9804
Blueberry___healthy_00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681_180deg.JPG,doente,0.8355
Blueberry___healthy_00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681_flipTB.JPG,doente,0.7795
Blueberry___healthy_00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681_newPixel25.JPG,saudavel,0.6796
Blueberry___healthy_011405e4-a92a-44b6-9f04-10fec28d93f5___RS_HL 2311.JPG,doente,0.5998
Blueberry___healthy_0137389a-9b78-4a94-afdb-c2b50861f89c___RS_HL 2347.JPG,saudavel,0.6484
Blueberry___healthy_013ffdc5-cbd1-4202-b0f1-8fd7c1ffc0b8___RS_HL 5120.JPG,doente,0.8126
Blueberry___healthy_01ca7a9f-80a6-4693-a067-50684beda81d___RS_HL 2545.JPG,doente,0.8832
Blueberry___healthy_01ca7a9f-80a6-4693-a067-50684beda81d___RS_HL 2545_180deg.JPG,doente,0.8144
Blueberry___healthy_01ca7a9f-80a6-4693-a067-50684beda81d___RS_HL 2545_flipTB.JPG,doente,0.7506
Blueberry___healthy_01ca7a9f-80a6-4693-a067-50684beda81d___RS_HL 2545_new30degFlipLR.JPG,saudavel,0.9061
Blueberry___healthy_01ca7a9f-80a6-4693-a067-50684beda81d___RS_HL 2545_newPixel25.JPG,doente,0.9486
Blueberry___healthy_02159532-6430-4006-a245-421593949304___RS_HL 2686.JPG,doente,0.7193
Blueberry___healthy_021e662c-f3a0-4e08-a2cf-346748f95475___RS_HL 0344.JPG,saudavel,0.5309
Blueberry___healthy_022c53af-7964-4692-8dee-04a563d352bf___RS_HL 2317.JPG,saudavel,0.5511
Blueberry___healthy_0293e23d-2961-4271-9a6c-1a568d942887___RS_HL 5297.JPG,doente,0.5233
Blueberry___healthy_02a9797d-ff35-4abb-9f0a-33a86208f2a0___RS_HL 0546_180deg.JPG,saudavel,0.762
Blueberry___healthy_02a9797d-ff35-4abb-9f0a-33a86208f2a0___RS_HL 0546_flipTB.JPG,saudavel,0.6548
Blueberry___healthy_02a9797d-ff35-4abb-9f0a-33a86208f2a0___RS_HL 0546_new30degFlipLR.JPG,saudavel,0.9711
Blueberry___healthy_02a9797d-ff35-4abb-9f0a-33a86208f2a0___RS_HL 0546_newPixel25.JPG,saudavel,0.5702
Blueberry___healthy_02aa57b8-95c2-49a0-a8ee-4ec96bb966da___RS_HL 0500.JPG,saudavel,0.5593
Blueberry___healthy_02aa57b8-95c2-49a0-a8ee-4ec96bb966da___RS_HL 0500_180deg.JPG,doente,0.6691
Blueberry___healthy_02aa57b8-95c2-49a0-a8ee-4ec96bb966da___RS_HL 0500_flipTB.JPG,doente,0.6585
Blueberry___healthy_02aa57b8-95c2-49a0-a8ee-4ec96bb966da___RS_HL 0500_new30degFlipLR.JPG,saudavel,0.8967
Blueberry___healthy_02aa57b8-95c2-49a0-a8ee-4ec96bb966da___RS_HL 0500_newPixel25.JPG,saudavel,0.5684
Blueberry___healthy_02bc9464-dc06-4289-88a6-54a0cbee99df___RS_HL 0652_180deg.JPG,saudavel,0.652
Blueberry___healthy_02bc9464-dc06-4289-88a6-54a0cbee99df___RS_HL 0652_flipTB.JPG,doente,0.7089
Blueberry___healthy_02bc9464-dc06-4289-88a6-54a0cbee99df___RS_HL 0652_new30degFlipLR.JPG,saudavel,0.9672
Blueberry___healthy_02bc9464-dc06-4289-88a6-54a0cbee99df___RS_HL 0652_newPixel25.JPG,doente,0.6153
Blueberry___healthy_02ecb53f-24e1-4e6b-bbaf-ae3bfe36e349___RS_HL 0629.JPG,doente,0.7519
Blueberry___healthy_02ecb53f-24e1-4e6b-bbaf-ae3bfe36e349___RS_HL 0629_flipTB.JPG,doente,0.6658
Blueberry___healthy_02ecb53f-24e1-4e6b-bbaf-ae3bfe36e349___RS_HL 0629_new30degFlipLR.JPG,saudavel,0.9706
Blueberry___healthy_02ecb53f-24e1-4e6b-bbaf-ae3bfe36e349___RS_HL 0629_newPixel25.JPG,doente,0.9448
Blueberry___healthy_02f89fdc-2492-41a2-ad6e-5d83b2f2e1b2___RS_HL 5056_180deg.JPG,saudavel,0.8743
Blueberry___healthy_02f89fdc-2492-41a2-ad6e-5d83b2f2e1b2___RS_HL 5056_flipTB.JPG,saudavel,0.8142
Blueberry___healthy_02f89fdc-2492-41a2-ad6e-5d83b2f2e1b2___RS_HL 5056_new30degFlipLR.JPG,saudavel,0.994
Blueberry___healthy_02f89fdc-2492-41a2-ad6e-5d83b2f2e1b2___RS_HL 5056_newPixel25.JPG,saudavel,0.9237
Blueberry___healthy_0353a7a5-75e0-4345-9264-0c2b72ea8af1___RS_HL 5239.JPG,saudavel,0.8814
Blueberry___healthy_03890c0a-393b-4b97-8b41-2b0066e285c8___RS_HL 2552.JPG,saudavel,0.6153
Blueberry___healthy_04268cdb-082c-4a89-b28d-9a6f28b16b18___RS_HL 2672.JPG,doente,0.7473
Blueberry___healthy_042eddf2-5c20-4b4f-99be-ce76800c08d0___RS_HL 5141.JPG,doente,0.5938
Blueberry___healthy_0486562b-542a-482e-98a1-e9c66d534c25___RS_HL 2608.JPG,saudavel,0.8938
Blueberry___healthy_04b13de1-c2bf-45ad-a04d-db4b7f7e6c7a___RS_HL 2534.JPG,doente,0.739
Blueberry___healthy_04b13de1-c2bf-45ad-a04d-db4b7f7e6c7a___RS_HL 2534_180deg.JPG,doente,0.8419
Blueberry___healthy_04b13de1-c2bf-45ad-a04d-db4b7f7e6c7a___RS_HL 2534_new30degFlipLR.JPG,saudavel,0.869
Blueberry___healthy_04b13de1-c2bf-45ad-a04d-db4b7f7e6c7a___RS_HL 2534_newPixel25.JPG,doente,0.6581
Blueberry___healthy_04b81132-c9ab-43e2-b2ea-1dc918a0c00e___RS_HL 5119.JPG,doente,0.8139
Blueberry___healthy_04b81132-c9ab-43e2-b2ea-1dc918a0c00e___RS_HL 5119_180deg.JPG,doente,0.9736
Blueberry___healthy_04b81132-c9ab-43e2-b2ea-1dc918a0c00e___RS_HL 5119_flipTB.JPG,doente,0.9192
Blueberry___healthy_04b81132-c9ab-43e2-b2ea-1dc918a0c00e___RS_HL 5119_new30degFlipLR.JPG,saudavel,0.8656
Blueberry___healthy_04bd89de-3fc5-45c1-acd7-ead9933eb9e3___RS_HL 2428_new30degFlipLR.JPG,saudavel,0.7633
Cherry_(including_sour)___healthy_0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,doente,0.5866
Cherry_(including_sour)___healthy_0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092_180deg.JPG,saudavel,0.8251
Cherry_(including_sour)___healthy_0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092_flipTB.JPG,saudavel,0.8254
Cherry_(including_sour)___healthy_002efba9-09b3-43de-93b7-5c2460185cde___JR_HL 9655.JPG,doente,0.5486
Cherry_(including_sour)___healthy_0048afb8-b950-4c57-9e72-7e26282327ee___JR_HL 9765.JPG,saudavel,0.7578
Cherry_(including_sour)___healthy_0048afb8-b950-4c57-9e72-7e26282327ee___JR_HL 9765_180deg.JPG,saudavel,0.9736
Cherry_(including_sour)___healthy_005f183c-0a73-4738-91f7-c0a0e02cd9e3___JR_HL 9679.JPG,saudavel,0.9332
Cherry_(including_sour)___healthy_0086a8c7-1440-423e-939d-d0567b1fc4e4___JR_HL 4277.JPG,saudavel,0.7578
Cherry_(including_sour)___healthy_0086a8c7-1440-423e-939d-d0567b1fc4e4___JR_HL 4277_180deg.JPG,saudavel,0.9509
Cherry_(including_sour)___healthy_0086a8c7-1440-423e-939d-d0567b1fc4e4___JR_HL 4277_flipTB.JPG,saudavel,0.9542
Cherry_(including_sour)___healthy_011f07d1-8813-4a63-99c7-e274ab5cc261___JR_HL 4165.JPG,saudavel,0.8993
Cherry_(including_sour)___healthy_011f07d1-8813-4a63-99c7-e274ab5cc261___JR_HL 4165_180deg.JPG,saudavel,0.8284
Cherry_(including_sour)___healthy_011f07d1-8813-4a63-99c7-e274ab5cc261___JR_HL 4165_flipTB.JPG,saudavel,0.8004
Cherry_(including_sour)___healthy_014161fb-3c15-414b-9af3-00cb51a11d7c___JR_HL 9842.JPG,saudavel,0.815
Cherry_(including_sour)___healthy_014161fb-3c15-414b-9af3-00cb51a11d7c___JR_HL 9842_180deg.JPG,saudavel,0.8502
Cherry_(including_sour)___healthy_014161fb-3c15-414b-9af3-00cb51a11d7c___JR_HL 9842_flipTB.JPG,saudavel,0.8424
Cherry_(including_sour)___healthy_01958ee7-f585-4956-90aa-a40dc79102d4___JR_HL 9836.JPG,saudavel,0.9529
Cherry_(including_sour)___healthy_01958ee7-f585-4956-90aa-a40dc79102d4___JR_HL 9836_180deg.JPG,saudavel,0.86
Cherry_(including_sour)___healthy_01958ee7-f585-4956-90aa-a40dc79102d4___JR_HL 9836_flipTB.JPG,saudavel,0.8675
Cherry_(including_sour)___healthy_02818f40-58e6-4c7d-bfbc-372d89b2045b___JR_HL 4259.JPG,saudavel,0.8014
Cherry_(including_sour)___healthy_02818f40-58e6-4c7d-bfbc-372d89b2045b___JR_HL 4259_180deg.JPG,saudavel,0.9438
Cherry_(including_sour)___healthy_02818f40-58e6-4c7d-bfbc-372d89b2045b___JR_HL 4259_flipTB.JPG,saudavel,0.953
Cherry_(including_sour)___healthy_036b575a-cbe7-45a4-8b97-15b7ecdf3dee___JR_HL 9600.JPG,saudavel,0.7961
Cherry_(including_sour)___healthy_036b575a-cbe7-45a4-8b97-15b7ecdf3dee___JR_HL 9600_180deg.JPG,saudavel,0.9284
Cherry_(including_sour)___healthy_036b575a-cbe7-45a4-8b97-15b7ecdf3dee___JR_HL 9600_flipTB.JPG,saudavel,0.9549
Cherry_(including_sour)___healthy_03fac8d0-2e9a-4f2b-b1ce-e93c01f18809___JR_HL 4298.JPG,saudavel,0.841
Cherry_(including_sour)___healthy_04189592-5db7-441e-a831-eaaa2d7f5d21___JR_HL 9867_180deg.JPG,saudavel,0.9476
Cherry_(including_sour)___healthy_0438b691-45f8-4251-83bd-8344656716a1___JR_HL 4152.JPG,saudavel,0.9929
Cherry_(including_sour)___healthy_0438b691-45f8-4251-83bd-8344656716a1___JR_HL 4152_180deg.JPG,saudavel,0.994
Cherry_(including_sour)___healthy_0438b691-45f8-4251-83bd-8344656716a1___JR_HL 4152_flipTB.JPG,saudavel,0.9902
Cherry_(including_sour)___healthy_04585023-ef52-4b9d-9763-50318773c5d7___JR_HL 9791_180deg.JPG,saudavel,0.9383
Cherry_(including_sour)___healthy_048daa26-d38c-477a-96b8-018b3d4ba386___JR_HL 9767.JPG,saudavel,0.5812
Cherry_(including_sour)___healthy_048daa26-d38c-477a-96b8-018b3d4ba386___JR_HL 9767_180deg.JPG,saudavel,0.812
Cherry_(including_sour)___healthy_048daa26-d38c-477a-96b8-018b3d4ba386___JR_HL 9767_flipTB.JPG,saudavel,0.8624
Cherry_(including_sour)___healthy_04fa77f5-efe7-4956-b8b0-d446aea2f197___JR_HL 4031.JPG,saudavel,0.9916
Cherry_(including_sour)___healthy_050b598c-9105-4838-8996-101568d6941e___JR_HL 9732.JPG,saudavel,0.7557
Cherry_(including_sour)___healthy_050b598c-9105-4838-8996-101568d6941e___JR_HL 9732_180deg.JPG,saudavel,0.9191
Cherry_(including_sour)___healthy_050b598c-9105-4838-8996-101568d6941e___JR_HL 9732_flipTB.JPG,saudavel,0.9387
Cherry_(including_sour)___healthy_0580bdc7-e60e-4ba9-87dc-1202e57b94aa___JR_HL 4159.JPG,saudavel,0.8524
Cherry_(including_sour)___healthy_0580bdc7-e60e-4ba9-87dc-1202e57b94aa___JR_HL 4159_180deg.JPG,saudavel,0.9347
Cherry_(including_sour)___healthy_0580bdc7-e60e-4ba9-87dc-1202e57b94aa___JR_HL 4159_flipTB.JPG,saudavel,0.962
Cherry_(including_sour)___healthy_06904803-b778-4d54-b7ac-fd3f28cc82d9___JR_HL 9820_flipTB.JPG,saudavel,0.783
Cherry_(including_sour)___healthy_069996a8-8cdb-4837-a5fe-c5a957b5677a___JR_HL 3938.JPG,saudavel,0.9458
Cherry_(including_sour)___healthy_069996a8-8cdb-4837-a5fe-c5a957b5677a___JR_HL 3938_flipTB.JPG,saudavel,0.987
Cherry_(including_sour)___healthy_07e3276c-7e86-48ee-96d0-db2a35eb03b1___JR_HL 9835.JPG,saudavel,0.871
Cherry_(including_sour)___healthy_07e3276c-7e86-48ee-96d0-db2a35eb03b1___JR_HL 9835_180deg.JPG,saudavel,0.9476
Cherry_(including_sour)___healthy_07e3276c-7e86-48ee-96d0-db2a35eb03b1___JR_HL 9835_flipTB.JPG,saudavel,0.9594
Cherry_(including_sour)___healthy_085e9f8b-9574-4b6f-a8e9-309a35c94b25___JR_HL 9755.JPG,saudavel,0.8196
Cherry_(including_sour)___healthy_085e9f8b-9574-4b6f-a8e9-309a35c94b25___JR_HL 9755_180deg.JPG,saudavel,0.959
Cherry_(including_sour)___healthy_085e9f8b-9574-4b6f-a8e9-309a35c94b25___JR_HL 9755_flipTB.JPG,saudavel,0.9643
Corn_(maize)___healthy_00031d74-076e-4aef-b040-e068cd3576eb___R.S_HL 8315 copy 2.jpg,saudavel,0.9309
Corn_(maize)___healthy_00031d74-076e-4aef-b040-e068cd3576eb___R.S_HL 8315 copy 2_flipLR.jpg,saudavel,0.9373
Corn_(maize)___healthy_00665f92-adb0-41eb-bba7-9eeadecfe10e___R.S_HL 8325 copy 2.jpg,saudavel,0.9752
Corn_(maize)___healthy_00665f92-adb0-41eb-bba7-9eeadecfe10e___R.S_HL 8325 copy 2_flipLR.jpg,saudavel,0.9789
Corn_(maize)___healthy_01c3bf88-d315-42a3-8fa1-fc80a05c97f1___R.S_HL 8189 copy.jpg,saudavel,0.9631
Corn_(maize)___healthy_01c3bf88-d315-42a3-8fa1-fc80a05c97f1___R.S_HL 8189 copy_flipLR.jpg,saudavel,0.9539
Corn_(maize)___healthy_026bd735-b9f4-4eab-86f3-23df15dbec95___R.S_HL 7938 copy.jpg,saudavel,0.9901
Corn_(maize)___healthy_026bd735-b9f4-4eab-86f3-23df15dbec95___R.S_HL 7938 copy_flipLR.jpg,saudavel,0.9864
Corn_(maize)___healthy_028ed539-32f5-4540-a6af-466179837de9___R.S_HL 8212 copy_flipLR.jpg,saudavel,0.965
Corn_(maize)___healthy_0292a37f-07d0-401f-83d8-cde4c98547d8___R.S_HL 0630 copy 2.jpg,saudavel,0.7845
Corn_(maize)___healthy_02e76b75-f201-44ee-a694-35edf97cc82b___R.S_HL 8015 copy.jpg,saudavel,0.9752
Corn_(maize)___healthy_02e76b75-f201-44ee-a694-35edf97cc82b___R.S_HL 8015 copy_flipLR.jpg,saudavel,0.9722
Corn_(maize)___healthy_03000565-29dc-4d56-8132-a5d0d36a8359___R.S_HL 0602.JPG,saudavel,0.9642
Corn_(maize)___healthy_03000565-29dc-4d56-8132-a5d0d36a8359___R.S_HL 0602_flipLR.JPG,saudavel,0.9576
Corn_(maize)___healthy_0305800e-de91-4742-b923-f9a1c0799392___R.S_HL 8116 copy.jpg,saudavel,0.9589
Corn_(maize)___healthy_0305800e-de91-4742-b923-f9a1c0799392___R.S_HL 8116 copy_flipLR.jpg,saudavel,0.9415
Corn_(maize)___healthy_03297f41-30ff-42db-a482-84665adfe4da___R.S_HL 8260 copy 2.jpg,saudavel,0.9912
Corn_(maize)___healthy_03297f41-30ff-42db-a482-84665adfe4da___R.S_HL 8260 copy 2_flipLR.jpg,saudavel,0.9968
Corn_(maize)___healthy_03fc887f-e206-4233-8829-ff7070bb3449___R.S_HL 5519 copy 2.jpg,saudavel,0.9055
Corn_(maize)___healthy_03fc887f-e206-4233-8829-ff7070bb3449___R.S_HL 5519 copy 2_flipLR.jpg,saudavel,0.9067
Corn_(maize)___healthy_04506233-3040-4d4b-9e8f-acdd0a1e9693___R.S_HL 7942 copy 2.jpg,saudavel,0.9894
Corn_(maize)___healthy_0487da8b-736c-4310-82d2-fa8acf4aed07___R.S_HL 0646 copy 3.jpg,doente,0.5571
Corn_(maize)___healthy_04ed222d-d287-4199-b412-f2f07c872bee___R.S_HL 8101 copy 2.jpg,saudavel,0.9521
Corn_(maize)___healthy_04ed222d-d287-4199-b412-f2f07c872bee___R.S_HL 8101 copy 2_flipLR.jpg,saudavel,0.8857
Corn_(maize)___healthy_04fd8e07-f450-4a00-ab97-b7b033226ddd___R.S_HL 7952 copy.jpg,saudavel,0.997
Corn_(maize)___healthy_04fd8e07-f450-4a00-ab97-b7b033226ddd___R.S_HL 7952 copy_flipLR.jpg,saudavel,0.9929
Corn_(maize)___healthy_052169e1-a51d-4ff7-8b70-f07f3d2500c5___R.S_HL 0650 copy 2.jpg,saudavel,0.9972
Corn_(maize)___healthy_052169e1-a51d-4ff7-8b70-f07f3d2500c5___R.S_HL 0650 copy 2_flipLR.jpg,saudavel,0.9903
Corn_(maize)___healthy_057c048a-6232-4657-8270-5a3e2d468970___R.S_HL 8240 copy.jpg,saudavel,0.9623
Corn_(maize)___healthy_0618b46e-b4fb-4069-9b95-6c6c2387688a___R.S_HL 0609 copy 3.jpg,saudavel,0.947
Corn_(maize)___healthy_062b0c0f-94fa-4c58-b735-2ba65e4dc9b9___R.S_HL 7947 copy.jpg,saudavel,0.9767
Corn_(maize)___healthy_062b0c0f-94fa-4c58-b735-2ba65e4dc9b9___R.S_HL 7947 copy_flipLR.jpg,saudavel,0.9756
Corn_(maize)___healthy_0630fcdc-33c1-478b-882f-07da48cf8002___R.S_HL 8026 copy.jpg,saudavel,0.9932
Corn_(maize)___healthy_0630fcdc-33c1-478b-882f-07da48cf8002___R.S_HL 8026 copy_flipLR.jpg,saudavel,0.9945
Corn_(maize)___healthy_06612347-fe75-4026-9ed0-8cb1587b60a6___R.S_HL 8130 copy.jpg,saudavel,0.9885
Corn_(maize)___healthy_06612347-fe75-4026-9ed0-8cb1587b60a6___R.S_HL 8130 copy_flipLR.jpg,saudavel,0.9909
Corn_(maize)___healthy_0673a42c-74f8-4fe8-b07b-401592875c57___R.S_HL 5536 copy.jpg,saudavel,0.9949
Corn_(maize)___healthy_0673a42c-74f8-4fe8-b07b-401592875c57___R.S_HL 5536 copy_flipLR.jpg,saudavel,0.9912
Corn_(maize)___healthy_068794e5-0a99-405f-bbb9-1f954e11942d___R.S_HL 7909 copy 2.jpg,saudavel,0.9924
Corn_(maize)___healthy_06ebb8a5-b811-465a-923b-849b27969bad___R.S_HL 0632 copy 5.jpg,saudavel,0.9808
Corn_(maize)___healthy_06ebb8a5-b811-465a-923b-849b27969bad___R.S_HL 0632 copy 5_flipLR.jpg,saudavel,0.9928
Corn_(maize)___healthy_06ec8081-1520-43e3-bda7-d74467f55992___R.S_HL 7935 copy.jpg,saudavel,0.9871
Corn_(maize)___healthy_06f252bb-2ceb-4ca3-a25b-3c8016ee7ee8___R.S_HL 5498 copy 2_flipLR.jpg,saudavel,0.7998
Corn_(maize)___healthy_06fc07d3-2c82-4538-9d0e-bff9808cd3fe___R.S_HL 0639 copy.jpg,saudavel,0.8043
Corn_(maize)___healthy_06fc07d3-2c82-4538-9d0e-bff9808cd3fe___R.S_HL 0639 copy_flipLR.jpg,saudavel,0.8063
Corn_(maize)___healthy_07078bdc-44b5-4103-8f13-bf889f7371c5___R.S_HL 8068 copy.jpg,saudavel,0.8957
Corn_(maize)___healthy_07078bdc-44b5-4103-8f13-bf889f7371c5___R.S_HL 8068 copy_flipLR.jpg,saudavel,0.8975
Corn_(maize)___healthy_07317e94-df27-4c29-bd69-6c5e54a0457d___R.S_HL 7998 copy.jpg,saudavel,0.9308
Corn_(maize)___healthy_07317e94-df27-4c29-bd69-6c5e54a0457d___R.S_HL 7998 copy_flipLR.jpg,saudavel,0.9567
Corn_(maize)___healthy_0761360f-9118-4019-a513-e0b80d871a3d___R.S_HL 8175 copy_flipLR.jpg,saudavel,0.9602
Grape___healthy_00e00912-bf75-4cf8-8b7d-ad64b73bea5f___Mt.N.V_HL 6067.JPG,saudavel,0.9715
Grape___healthy_00e00912-bf75-4cf8-8b7d-ad64b73bea5f___Mt.N.V_HL 6067_180deg.JPG,saudavel,0.9933
Grape___healthy_00e00912-bf75-4cf8-8b7d-ad64b73bea5f___Mt.N.V_HL 6067_270deg.JPG,saudavel,0.9867
Grape___healthy_0163a6aa-fbf8-47c5-965f-59b6efe8bfe5___Mt.N.V_HL 6103.JPG,saudavel,0.9904
Grape___healthy_0163a6aa-fbf8-47c5-965f-59b6efe8bfe5___Mt.N.V_HL 6103_180deg.JPG,saudavel,0.9905
Grape___healthy_0163a6aa-fbf8-47c5-965f-59b6efe8bfe5___Mt.N.V_HL 6103_270deg.JPG,saudavel,0.9807
Grape___healthy_0163a6aa-fbf8-47c5-965f-59b6efe8bfe5___Mt.N.V_HL 6103_90deg.JPG,saudavel,0.9979
Grape___healthy_0163a6aa-fbf8-47c5-965f-59b6efe8bfe5___Mt.N.V_HL 6103_new30degFlipLR.JPG,saudavel,0.9877
Grape___healthy_0294ca65-4c29-44be-af28-501df9f715e8___Mt.N.V_HL 6176.JPG,saudavel,0.9697
Grape___healthy_0294ca65-4c29-44be-af28-501df9f715e8___Mt.N.V_HL 6176_180deg.JPG,saudavel,0.9765
Grape___healthy_0294ca65-4c29-44be-af28-501df9f715e8___Mt.N.V_HL 6176_270deg.JPG,saudavel,0.9903
Grape___healthy_0294ca65-4c29-44be-af28-501df9f715e8___Mt.N.V_HL 6176_90deg.JPG,saudavel,0.9729
Grape___healthy_0294ca65-4c29-44be-af28-501df9f715e8___Mt.N.V_HL 6176_new30degFlipLR.JPG,saudavel,0.9956
Grape___healthy_02f95acb-5d92-4f2a-b7ec-3af8709ee7c9___Mt.N.V_HL 9078.JPG,saudavel,0.5434
Grape___healthy_02f95acb-5d92-4f2a-b7ec-3af8709ee7c9___Mt.N.V_HL 9078_180deg.JPG,saudavel,0.7421
Grape___healthy_02f95acb-5d92-4f2a-b7ec-3af8709ee7c9___Mt.N.V_HL 9078_270deg.JPG,saudavel,0.8185
Grape___healthy_02f95acb-5d92-4f2a-b7ec-3af8709ee7c9___Mt.N.V_HL 9078_new30degFlipLR.JPG,saudavel,0.9692
Grape___healthy_03027791-26bb-4c46-960e-8df76e27042c___Mt.N.V_HL 6070.JPG,doente,0.582
Grape___healthy_03027791-26bb-4c46-960e-8df76e27042c___Mt.N.V_HL 6070_180deg.JPG,saudavel,0.5492
Grape___healthy_03027791-26bb-4c46-960e-8df76e27042c___Mt.N.V_HL 6070_270deg.JPG,saudavel,0.5478
Grape___healthy_03027791-26bb-4c46-960e-8df76e27042c___Mt.N.V_HL 6070_90deg.JPG,saudavel,0.5083
Grape___healthy_03492a0d-6ad7-42ec-a742-c2f1fa59499a___Mt.N.V_HL 6035.JPG,doente,0.5288
Grape___healthy_03492a0d-6ad7-42ec-a742-c2f1fa59499a___Mt.N.V_HL 6035_180deg.JPG,saudavel,0.8528
Grape___healthy_03492a0d-6ad7-42ec-a742-c2f1fa59499a___Mt.N.V_HL 6035_90deg.JPG,saudavel,0.9206
Grape___healthy_04991ee7-b17c-420f-90ff-230d4e59361a___Mt.N.V_HL 9055.JPG,saudavel,0.9428
Grape___healthy_04991ee7-b17c-420f-90ff-230d4e59361a___Mt.N.V_HL 9055_180deg.JPG,saudavel,0.9536
Grape___healthy_04991ee7-b17c-420f-90ff-230d4e59361a___Mt.N.V_HL 9055_270deg.JPG,saudavel,0.9749
Grape___healthy_04991ee7-b17c-420f-90ff-230d4e59361a___Mt.N.V_HL 9055_90deg.JPG,saudavel,0.9365
Grape___healthy_04991ee7-b17c-420f-90ff-230d4e59361a___Mt.N.V_HL 9055_new30degFlipLR.JPG,saudavel,0.994
Grape___healthy_05cff9d7-0f63-4b6e-9aa3-199cf9ffa64c___Mt.N.V_HL 9111.JPG,saudavel,0.8719
Grape___healthy_05cff9d7-0f63-4b6e-9aa3-199cf9ffa64c___Mt.N.V_HL 9111_180deg.JPG,saudavel,0.7247
Grape___healthy_05cff9d7-0f63-4b6e-9aa3-199cf9ffa64c___Mt.N.V_HL 9111_90deg.JPG,saudavel,0.9355
Grape___healthy_0681edcd-e6f2-4ebe-8ef9-24d3e058e1ec___Mt.N.V_HL 8948.JPG,saudavel,0.7999
Grape___healthy_0681edcd-e6f2-4ebe-8ef9-24d3e058e1ec___Mt.N.V_HL 8948_180deg.JPG,saudavel,0.8684
Grape___healthy_0681edcd-e6f2-4ebe-8ef9-24d3e058e1ec___Mt.N.V_HL 8948_270deg.JPG,saudavel,0.9412
Grape___healthy_0681edcd-e6f2-4ebe-8ef9-24d3e058e1ec___Mt.N.V_HL 8948_90deg.JPG,saudavel,0.925
Grape___healthy_0681edcd-e6f2-4ebe-8ef9-24d3e058e1ec___Mt.N.V_HL 8948_new30degFlipLR.JPG,saudavel,0.9747
Grape___healthy_0708190e-d6a1-4186-8428-1cd816419bfd___Mt.N.V_HL 9017_270deg.JPG,saudavel,0.9856
Grape___healthy_0708190e-d6a1-4186-8428-1cd816419bfd___Mt.N.V_HL 9017_90deg.JPG,saudavel,0.9641
Grape___healthy_07c7232b-5cdb-4bab-9413-e0108a48526f___Mt.N.V_HL 8957.JPG,saudavel,0.664
Grape___healthy_07c7232b-5cdb-4bab-9413-e0108a48526f___Mt.N.V_HL 8957_270deg.JPG,saudavel,0.9871
